,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
195,15-0448,2015-08-05,1700, VERBAL ABUSE,"According to the complainant, on 7-20-15 at 6:15pm, they were verbally abused by an officer assigned to the 17th District.",7-20-15,male,unreported,,64368821.0,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
196,15-0449,2015-08-05,700, LACK OF SERVICE,"According to the complainant, on 8-2-15 at 9:20pm, they did not receive proper service from an officer assigned to the 7th District.",8-2-15,male,white,23.0,51583482.0,black,female,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
197,15-0450,2015-08-06,200, LACK OF SERVICE,"According to the complainant, on 6-25-15 at 6:30pm, they did not receive proper service from an officer assigned to the 2nd District.",6-25-15,male,asian,55.0,88055688.0,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
198,15-0451,2015-08-06,1200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-25-15 at 8:25am, they did not receive proper service from and was treated unprofessionally by an officer assigned to the 12th District.",7-25-15,unreported,unreported,,57293455.0,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
200,15-0452,2015-08-10,3900, CRIMINAL ALLEGATION,"According to a complainant, on 08-03-15 at 2:30am, they were physically and verbally abused by three officers assigned to the 35th District.",08-03-15,male,black,21.0,50028058.0,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
204,15-0453,2015-08-06,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-15-15 at 7:25pm, they were harassed and falsely arrested by officers assigned to the 12th District.",7-15-15,male,black,22.0,86587640.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
206,15-0454,2015-08-07,1800, LACK OF SERVICE,"According to the complainant, they are not receiving proper service from an officers assigned to the 18th District and Court Liaison Unit.",Unclear,female,black,,42981187.0,black,female,4912 COURT LIAISON UNIT,Lack of Service,No Sustained Findings,Not Applicable
208,15-0455,2015-08-07,1500, LACK OF SERVICE,"According to the complainant, on 7-30-15 at 2:15am they did not receive proper service from unknown 15th District officers and a supervisor.",7-30-15,female,white,39.0,45588037.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
211,15-0456,2015-08-10,2400, HARASSMENT,"According to the complainant, on 8-2-15 at 1:22am, they were harassed by a sergeant assigned to the 39th District.",8-2-15,male,black,48.0,61273767.0,black,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
212,15-0457,2015-08-10,700, LACK OF SERVICE,"According to the complainant, on 8-4-15 at 9:00pm, they did not receive proper service from an officer assigned to the 7th District.",8-4-15,female,white,24.0,24686548.0,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
214,15-0458,2015-08-10,1900, HARASSMENT,"According to the complainant, on 8-5-15, they were harassed by an officer assigned to the 19th District.",8-5-15,male,black,37.0,62229577.0,latino,male,9807 SUPP POLICE SERVICE,Harassment,No Sustained Findings,Not Applicable
215,15-0459,2015-08-13,2200, PHYSICAL ABUSE,"According to the complainant, on 8-5-15 at 11:30pm, they were threatened and physically abused by an officer assigned to the 22nd District.",8-5-15,male,black,,22804109.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
217,15-0460,2015-08-10,1800, VERBAL ABUSE,"According to the complainant, on 8-1-15 at approximately 7:00pm, they were verbally abused by two unidentified plainclothes officers in the 18th district.",8-1-15,female,unreported,,26539117.0,black,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
219,15-0461,2015-08-11,300, PHYSICAL ABUSE,"According to the complainant, on 08-04-15 at 2:45am, they experienced verbal abuse and a lack of service from an officer assigned to the 3rd District.",08-04-15,female,latino,25.0,30683023.0,black,male,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
222,15-0462,2015-08-11,2400, LACK OF SERVICE,"According to the complainant, on 7-1-15, they did not receive proper service from an officer assigned to the 24th District.",7-1-15,female,white,25.0,44489747.0,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
223,15-0463,2015-08-11,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, officers in the 19th District, violated departmental procedures.",Unclear,male,white,39.0,68026925.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
225,15-0464,2015-08-12,800, LACK OF SERVICE,"According to the complainant, on 8-10-15 at 10:00am, they did not receive proper service from an officer assigned to the 8th District.",8-10-15,female,black,29.0,95038873.0,black,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
226,15-0465,2015-08-17,1200, PHYSICAL ABUSE,"According to the complainant, on 8-8-15 at 10:00pm, they were physically abused by officers assigned to the 12th District.",8-8-15,male,black,54.0,71376382.0,latino,male,9807 SUPP POLICE SERVICE,Physical Abuse,No Sustained Findings,Not Applicable
227,15-0466,2015-08-19,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-7-15 at 9:30pm, they did not receive proper service from unidentified members of Central Detective Division.",8-7-15,male,black,60.0,,unreported,unreported,,No C.A.P. Investigation,Not Applicable,Not Applicable
228,15-0467,2015-08-17,3500, LACK OF SERVICE,"According to the complainant, on 7-24-15, they are not receiving proper police services from unidentified 35th District officers and members of Northwest Detective Division.",7-24-15,female,black,58.0,,unreported,unreported,,Lack of Service,No Sustained Findings,Not Applicable
230,15-0468,2015-08-13,800, PHYSICAL ABUSE,"According to a complainant, on 8-7-15 at approximately 1:30pm, they were physically abused by officers assigned to the 2nd District.",8-7-15,female,white,59.0,67509881.0,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
232,15-0469,2015-08-17,200, DOMESTIC,"According to the complainant, they were threatened and physically abused by an off-duty officer assigned to the 19th District.",Unclear,female,black,42.0,80038415.0,black,female,1900 19TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
234,15-0470,2015-08-18,2500, PHYSICAL ABUSE,"According to the complainant, on 8-10-15 at 12:00am, their sibling was physically abused by unknown 25th District officers.",8-10-15,male,latino,,14908887.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
240,15-0471,2015-08-18,300, VERBAL ABUSE,"According to the complainant, on 8-11-15 at 12:00pm, they were verbally abused by a sergeant assigned to the 3rd District.",8-11-15,female,black,36.0,16050950.0,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
241,15-0472,2015-08-18,1400, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 6-2-15 at 4:30pm, they did not receive proper services from unidentified 14th District officers.",6-2-15,female,black,36.0,48662492.0,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
242,15-0473,2015-08-19,3900, VERBAL ABUSE,"According to the complainant, on 5-28-15 at 5:00pm, they were treated unprofessionally by an officer assigned to the 39th District.",5-28-15,female,unreported,46.0,68887979.0,black,male,3500 35TH DISTRICT,Unprofessional Conduct,Sustained Finding,Training/Counseling
243,15-0474,2015-08-19,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-9-15 at 9:25pm, they were not provided proper police service from an officer assigned to the 35th District.",8-9-15,female,asian,30.0,84349176.0,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
245,15-0475,2015-08-19,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-13-15, the complainant was arrested. The complainant stated unidentified 22nd District officers did not follow proper arrest procedures.",6-13-15,male,black,,,unreported,unreported,,Criminal Allegation,No Sustained Findings,Not Applicable
246,15-0476,2015-09-14,, FALSIFICATION,"According to the complainant, a commander, along with officers from the Narcotics Field Unit, knowingly falsified documents during the course of a narcotics investigation.",Unclear,male,black,,99372636.0,black,female,7403 NARC FIELD UNIT NOR,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
251,15-0477,2015-08-19,1400, LACK OF SERVICE,"According to the complainant, on 8-9-15 at 12:00pm, they did not receive proper service from officers assigned to the 14th District.",8-9-15,female,black,68.0,58128244.0,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
253,15-0478,2015-09-14,, FALSIFICATION,"According to the complainant, officers assigned to the Narcotics Field Unit, knowingly falsified information during the course of a narcotics investigation to facilitate an arrest and receive overtime payments. This incident occurred in the confines of the 24th District.",Unclear,male,black,,12113038.0,black,male,7403 NARC FIELD UNIT NOR,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
257,15-0479,2015-08-19,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-8-15 at 7:50pm, a sergeant assigned to the 39th District abused their police powers.",8-8-15,male,black,41.0,35086137.0,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
258,15-0480,2015-08-19,1500, LACK OF SERVICE,"According to the complainant, on the evening of 5-6-15, they did not receive proper service from a detective assigned to Northeast Detective Division.",5-6-15,female,black,53.0,60275384.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
259,15-0481,2015-08-19,2200, VERBAL ABUSE,"According to the complainant, on 8-11-15 at 8:15am, they were verbally abused by an unidentified officer assigned to the 22nd District.",8-11-15,male,white,22.0,37421247.0,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
260,15-0482,2015-08-19,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-15 at approximately 7:30pm, they were harassed by unknown officers in the 15th District.",8-12-15,male,latino,24.0,86142007.0,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
266,15-0483,2015-08-21,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-15 at 6:55am, officers from the Narcotics Field Unit, improperly searched them and seized their property. This incident took place in the confines of the 17th District.",8-13-15,male,black,28.0,54867364.0,white,male,1500 15TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
280,15-0484,2015-08-19,1500, PHYSICAL ABUSE,"According to the complainant, on 8-14-15 at 8:10pm, officers assigned to the 15th District, mishandled their property and treated them unprofessionally.",8-14-15,male,black,23.0,47741357.0,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
284,15-0485,2015-08-21,3900, CRIMINAL ALLEGATION,"According to the complainant, on 7-22-15 at 12:05am, their property was not returned to them by officers assigned to the 39th District.",7-22-15,male,black,27.0,48695794.0,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
286,15-0486,2015-08-24,100, LACK OF SERVICE,"According to the complainant, they did not receive proper service from detectives assigned to South Detective Division.",Unclear,female,white,36.0,11439439.0,black,male,6100 SOUTH DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
288,15-0487,2015-08-21,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-6-15 at 3:00pm, they were falsely arrested by a detective at Northeast Detective Division.",8-6-15,female,black,25.0,,unreported,unreported,,Lack of Service,No Sustained Findings,Not Applicable
292,15-0488,2015-08-24,, DEPARTMENTAL VIOLATIONS,"According to the complainant, they are being harassed by an police civilian dispatcher assigned to Police Radio.",Unclear,male,white,43.0,66187745.0,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
297,15-0489,2015-08-21,3500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-12-15 at 11:50am, they did not receive proper service from two sergeants and an officer assigned to the 35th District.",8-12-15,male,black,,43082467.0,white,male,3500 35TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
300,15-0490,2015-08-21,600, PHYSICAL ABUSE,"According to the complainant, on 8-18-15 at 5:20pm, they were physically abused by an officer assigned to the 6th District.",8-18-15,male,black,49.0,78584100.0,black,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
301,15-0491,2015-08-25,1500, HARASSMENT,"According to the complainant, on 8-5-15 at 12:30pm, they were harassed by officers assigned to the 15th District.",8-5-15,male,black,28.0,93902475.0,latino,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
303,15-0492,2015-08-25,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-5-15 at 9:40pm, they were falsely detained and harassed by a sergeant assigned to the 15th District.",8-5-15,male,white,33.0,60290490.0,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
304,15-0493,2015-10-20,600, LACK OF SERVICE,"According to the complainant, on 05-08-15, they did not receive proper service from an officer assigned to the 26th District.",05-08-15,male,white,45.0,12688962.0,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
305,15-0494,2015-08-25,600, HARASSMENT,"According to the complainant, on 8-13-15 at 10:00pm, they were harassed and verbally abused by an officer assigned to the 6th District..",8-13-15,male,black,35.0,16510316.0,black,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
307,15-0495,2015-08-25,2400, PHYSICAL ABUSE,"According to the complainant, their juvenile family member was physically abused by an unknown officer assigned to the 24th District.",Unclear,female,white,26.0,,unreported,unreported,,Physical Abuse,No Sustained Findings,Not Applicable
